Link,Title,Company,Location,Date,Salary,Rating,Description
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7NNDpbpBwguK6bPusTqHjmz8du3fC2hrTpyEmfIDUnxwJSSpC_y9lAJaW3KInQPFSZZPYd8ouUKm5ZsfpCgLuViRd2r-BOYNNl7aDbpxgppD6hBub-BqXbzyJxdDJN58DFZGDNQUmHwDatYSoNY8dEJWIaqrz9juBo-tCcRwgvG9LnemuEKA2NZbCP_jejI31zh5I0xY8GpQrQD8IFBIFizg2t-GKIfpZBvOKOX79ZgZxLjUPC8Ica91th6jedXUR7bBI4aGxTM8JP9OzbAc1dyoxBUYMikKPjBZAdDiwKHusBF6Rd5uz1C_tn70vcYX9-hVuErtnuXogIq_lch-vYCb7TrpDioQJeThX6raX80PagNwrYb-wfFWab_v6fNYBV7n-cnBX5u7p3tYQKvcNGagXld3ThcVZFQdfETJKArjFCeyKPmEw9ViW_3iGT-uTm_BtpvRVG-gnFv83O2qRXLGoD5Klddtgj1JjQGAEDKJU8PGRMoo0LxsnyxsZ4Fo=&p=0&fvj=1&vjs=3,Senior Software Engineer,Futurex,"San Antonio, TX",Active 2 days ago,,3.7,"The role involves working in small agile project-based teams to extend and enhance features of the Futurex 'Hardened Enterprise Security Platform'.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5IFpFTMe3xZFB7z7QyUTTjcWBsDy1F4hi9_NTiHdha_FSWEHLwo9UOq3d-LmjvcTwba2Z_-MHtCKHAL6IDinSrFU2Gad9P5sKhmhEvF1uLmn3jZlmWD1W_aHRZgTb6-B06L3Cvs0lUqkm1-e8LpTJVhoKGyNLYk-C-bQJWqefkWwMSvFjzK2_B1uMycdfBjTsXZ0fD0ozshnHVW-Dn1K7-JnYPqZJ2TFmgDXUMyJwFF0GpCHEvhFH2SjmWa_D-kr1r2QPu9ICYnQhrKUt9jo3OVYUi7QpqAu491nVjHnsfdXepigUvoOrHFZE6XMxAsOOqkKZMgZWgsR3uU6CesMW4gF7PXwCJtw9o_GqdbxgQiEn7-sa_OKETio_hKgkCk4Ty-yIa1_AjipoJ0-y9hb4i_ZFuHXmjYDXeZ-xkMRRV_VkF-A7e3irdD3F2a-XSFhbiRVIuacP2OAEO5pWv6HkeDH3R-Qkfe2DPFO3BNkmhmSM0Wox0k_p&p=1&fvj=1&vjs=3,"Entry Level Python, AWS Engineer (Freshers)",TEKbasic Technologies,United States•Temporarily Remote,1 day ago,"$50,000 - $55,000 a year",,"Entry-level UI developer / Python Developer / Junior Python Developer / Entry level Web UI Developer / Junior Front End Developer / Junior Web UI Developer /…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7NNDpbpBwguK6bPusTqHjmz8du3fC2hrTpyEmfIDUn2-tmR1TJ6z1rN4jifFk_cGEjG4XpumkJTC9q9foF-EgrMcNvfPL80jtllq-uv37ye0Zk6QMrteYGGp1DpNWy86yDHfA-Ir8UwcUar9bU4EdQ1b5jd3QNrir1DNm2WpU1CWjzxp0ZfflWUACkyHRdugZCnpeu3AoPVpv-YIisFAca2Eu41I4CuV8Hoa-MThZRKwjk0_VeuePmMy33RNAvFkmlecq3VFlqTej2qYLISs3ZExxD17cMBN49hfEmYVIv1koYFMcS8sA0CuHjolccKrIHG6ItlRawq3DDB6dkqM7v_7QgM7GO9mvOtA5iUWUbkME6NL9ihIfO-Hc8rIiG0azK-f-0YhqT4aiT9UjdvnEkDaN9DMYhUOs5KxEVGD97q5jxHw7gU_4-7WzEpI0qg6bBemi2pSUGFkNatCGWKPOcH4lASPkKzXJdCbLBZEDKk3mVibs9kWu&p=2&fvj=1&vjs=3,Software Developer,Futurex,"San Antonio, TX",Active 2 days ago,,3.7,"All levels of Futurex software engineers work directly on production-level code in a fast-paced, results-oriented environment on products with a rapid time to…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrkGAw7VGTTnqsFJf6dWxF89xA6YoUaNLrpGgF8xRh17Hnn-7-jIIl_a1vRML1hKQ7koWQVKGxz7u7EboiNVVt7Tlv3vu4KjuSYQpA2D49BrbI-ZEFtH9ACoVL77vz5luCK9OpZ323saAe6W_1Uxmrk2_UFlQIV208jSPkmoyWhmjTnLGNQ8ISUU0zBSRDZPe5Nphi3YpWzaTfRLULPW6YQ4ddl9UdfoodH8tCJkqKj4sr_WLbEE-RVUhYBA5NvoMAqZJ8nms7F48zvoPI7qCMR-Br7kT2ATVZhwaXTTzkiynAvHXdvkbjcEIF_9HLmHdH6f6_kcBSE2l3GQU024Are7oQOJp93WJguyWW0mEz7YDLWUKIJBu8-oh0HnpFciZKksrQu5yFA6L32bDAHBI0RjaZH_5sI32lC_5l0fq6xHXxQbxW3ifqwwyPUydBWSVqeq2pUkEukSyacnDRCR4XFga1J6NOPcuaj8sybtZInt_doSOXWuO3SfOImzqQn1M5DwEc7d53sG4r6ZdpAEl9SCBTbEnCdzIpD0NUtKgSyRy4mdRcF3oaAnR89jVr7_gT26jftO_KokVJZNz7m35l_az1Q5SSy0U7x6fxnwJcrw==&p=3&fvj=0&vjs=3,Senior CNO Developer,ManTech International Corporation,"San Antonio, TX",30+ days ago,,3.9,"Design and develop software solutions that are actively used in the security arena.
		Lead an agile software development team, develop estimates for software…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7NNDpbpBwguK6bPusTqHjmz8du3fC2hrTpyEmfIDUn4NcmUDCrBngKDCiXWRBEfWCx0htl_s2_YLnf7tToQNP-nmNEQmV4wmzwGG3DRXyufoEcAvcAD2v-rq3Azm-HhyLDLHp8DQCGILJzaEoYY9-ZepN0ln02Utru9LOAIROinBS46k_kwzy-CikbnhNvZp01IheKQIioNdRcLI1Mb-qr2GgQncXh_mRe6TvAScQ6Tm7d7VBilafilpv2QH2dKtgJZ6fBy7HdooV9LOER8_Envc1xCBPno7ZjyXe01tWuefM2Nk5RA-4sb8QYc9JFaJ0nPjvr0qUqT-04VPgdu8utGMTQSXXXp6m1MsYGVBdQ2UZXwEPtS9yd0uIm_dG1FuJ5BWP73sCEDUgrRc4W8G_XdX_PTXCGk1FQvjYysDlzIfIw6FAwbAN-Cotdn9QQTgKailqepuOpAMAvWBHBl6dfVovnkC7knNemIalqAdg6UePYxTT20Fj&p=4&fvj=1&vjs=3,Web Application Developer,Futurex,"San Antonio, TX",Active 2 days ago,,3.7,"Futurex is seeking a Front-end Software Engineer for full-time employment at Futurex’s Engineering Campus in Bulverde, 15 miles north of San Antonio, Texas.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AgWdHB-1Gn00exb8huEpxfx2g-_385e5PlrYs2PG9d-2FiGeXZ2OrzTRoCh0pCIFqjA4yUSTuDiy_kaZ3HvviIdmGNzDaL9K7ZADxBRt8RvjyfxN4bc0z3da7SxRKJi4BLt4mveRQdvH8HgXBCwZI3xfkYVSyyORL2M4g7IU1YO7BeIUi1JWMvJdQu2Ra7Y4RPHVeMV1L9oV2Oz4wifS5yKWzG8TuQQ9t-cYMQ7s8SpSJ2tYqdLZhFCoCFCLXJ66UcDXQiHfjygP_67UXRPdNSegExk4cyxik9yQ23fXy6LffWtXjhkJEvU79ZzmXkGr7pAy6RtBlxbM5AH10uIZ4rXnFJaM4ToxuYj1f5HFXA0O3hK-uLYKc9oaAa0aT8gLCneLevYoLxA5OQg9KeCQKkYg85a36Py6I=&p=5&fvj=0&vjs=3,Principal Software Engineer - UX,Dell,"San Antonio, TX 78206 (King William area)",3 days ago,,4.0,"The Global eCommerce Experience Software Engineering teams deliver next-generation software application enhancements and new products for a changing world.
		"
https://www.indeed.com/rc/clk?jk=c098f9ff6a8caa57&fccid=a4e4e2eaf26690c9&vjs=3,Federal - Entry Level Java Developer New Associate,Accenture,"San Antonio, TX",30+ days ago,,4.0,"Act as a detective, looking closely at software to make sure everything’s working to specification.
		Apply application design and development across multiple…
		"
https://www.indeed.com/rc/clk?jk=6a6c78dd7aff6791&fccid=0af0a78b2d1694be&vjs=3,Python Developer,Convene Technologies,"San Antonio, TX",30+ days ago,,,"We have the below role open with our direct end customer in San Antonio TX for the long-term contract.
		Object oriented language experience, forexamples: Java,…
		"
https://www.indeed.com/rc/clk?jk=e08cdacb601fd459&fccid=b60c9324aeb7df96&vjs=3,AWS Cloud Engineer IV,Rackspace,"San Antonio, TX•Remote",2 days ago,,3.7,"Support internal and external customers on multiple platforms.
		Work with customers and other teams to troubleshoot customer environments to increase user…
		"
https://www.indeed.com/rc/clk?jk=8abf865cc5f9fb3f&fccid=a4e4e2eaf26690c9&vjs=3,Federal - Junior C#/.net Microsoft Dynamics Associate,Accenture,"San Antonio, TX",23 days ago,,4.0,"Implement application design and development across multiple technology areas.
		Configure software products and systems.
		Develop product and platform prototypes.
		"
https://www.indeed.com/rc/clk?jk=d65057bd956ab604&fccid=a4e4e2eaf26690c9&vjs=3,Python Developer Reporting Analyst,Accenture,"San Antonio, TX•Remote",12 days ago,,4.0,"Actively deliver innovative solutions for Accenture's clients.
		Apply your skills and experience to help drive business transformation.
		"
https://www.indeed.com/rc/clk?jk=2feff27645abfc83&fccid=caccb60a6fc95dec&vjs=3,Mid-level Software Engineer,PJR Corp,"San Antonio, TX",20 days ago,"$115,000 - $145,000 a year",,"PJR Software Engineers are involved in the entire development life cycle, and are responsible for planning, conducting, and coordinating software development…
		"
https://www.indeed.com/rc/clk?jk=cf8f640379b9d46b&fccid=348512f0068ca107&vjs=3,Backend Python Developer,Cliently,"San Antonio, TX",30+ days ago,,,"Experience with building Restful APIs with python.
		Further develop the Cliently API backend (currently a python Flask project).
		"
https://www.indeed.com/rc/clk?jk=113594cc7cc4aee6&fccid=0af0a78b2d1694be&vjs=3,Developer II - Python,Convene Technologies,"San Antonio, TX",30+ days ago,,,"The main function of a specialty developer is to develop, create, and modify general computer applications software or specialized utility programs utilizing…
		"
https://www.indeed.com/rc/clk?jk=f0b986ad883df089&fccid=95e7952c2fe6f3e7&vjs=3,Malware Programmer - Reverse Engineer - Shelter,"IPSecure, Inc.","San Antonio, TX 78226 (Thompson Community area)",30+ days ago,,,"Provides extremely high-level subject matter proficiency in Reverse Engineering of Malware.
		Provides advanced technical knowledge and analysis of highly…
		"
https://www.indeed.com/rc/clk?jk=b90b7b9b040f96bf&fccid=cfa5726518e7bd19&vjs=3,Front End Engineer,Two Six Technologies,"San Antonio, TX",23 days ago,,,"Work alongside a team to implement new, robust product features, from concept to delivery, including feedback and revision from both QA and the customer.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZ7pVXYoA1MxZTv-7XAJovxMPUdfs3qnZcMavr1TYObZvGXC2ZBHaYupwifHFUX2ojm0anev9pNj8r2lQfzMXIRsgKWKO0g64wliYknTJTFbtGpYnEFcvuZvlLL9kgSUMX0i_OC1RYx11lUeJU-y1D7SQMJqAA4TcSdZBkwrMmB32tUNY-9mhrKLpWMg4ycR__VIUNNjOXdBEeRC5Ur_6ZawbZxix8x7_PIyS8ptPmEvOmjUBHj8ldjsgBlRVjUYJEPOyGN92IKkCI0YKfmAf2Mx62L-Vb58EtovnuCVYN1GZjZ8Xcaccn9diq56znVAee-Cs9zLKs5q9R_mnYXmVyg0j7_a3jB1fHA8DMsdFqyiPAvQ-V8btWyLPd-x9JVhkV44AGY_qrpEw5ly4uo8zEfKJVCJmnkXagskZ5zEflvr7gUi54zczMHDE0oFKAjVwA0ANxQqYNdUAV1tl18k1Jn-xNGFVynEoMyG0tPnvlR2OLgFqDFpCRMQ_VCVGmWUdJkZ5S4W2D4k_HL_4d1eQbv4fBxqbGT1BNuKxxkJlbosLJvkKJOBIznJZ_fWovapB28SbaQgiEeoxLLQQuueeadpKYFnYXrmHtqXbLuO3KiXIDU2QuhBLK&p=16&fvj=0&vjs=3,Python Developer Reporting Analyst,Accenture,"San Antonio, TX•Remote",12 days ago,,4.0,"Actively deliver innovative solutions for Accenture's clients.
		Apply your skills and experience to help drive business transformation.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AqOpkOQgbrFcdwbBOlJR5RnWILk76gMY-T0NKiZGtpPjFDIquhov5L6QQnqgKAslyWFmfam4QKWQBDJ6OysVYPnybXKP3sdxEnnFv4GYW0aC0GsMijeA8TYHGueSSLFVel9_CXk0-vTI2g8yrxe2GxWFhxcTETCsmBjBqf_d1NVYEjWpMiQs08CPl2fkAGAPk2nH9V8Sj95iPTsfaC-OgWJPnMvNt2N3jPxyhWgBrljPqz1z-NTkP_w39n-I4QVBga06i5zyjDlaR85Q-aI_OxSkh58GZcwGJ1lg9BE5Dmduud40cEYRgaZZC2Xkxoyb8bgeEmW6UOyJM2_roPDy29M-WRtrwyTuzKhUJ2MDulqFjsZenf1Z-0WkSo3DtVgHkYYC3_iqQFpY7YcDDv0bzpgkiJUsbLeE08JBar8-fq94O6fPQ1XJMu4yVTFbmMRXaJAipKh-NLQTEsuZ34C_GK9YUNZ3NZzDk=&p=17&fvj=1&vjs=3,Software Developer,CaptureRx,"San Antonio, TX 78205 (Downtown area)•Remote",Active today,"$92,000 - $122,000 a year",3.0,"We are looking for a Software Developer who will be responsible for designing, coding, unit testing, and analyzing software programs and applications in the…
		"
https://www.indeed.com/rc/clk?jk=1bca5cf0ca7c82bc&fccid=42eae79ec6442dc1&vjs=3,1412SA-78: Cyber Software Engineer,"Global InfoTek, Inc.","San Antonio, TX",Active 2 days ago,,,"Education Level: Bachelor of Science Degree - Experience may be considered in place of education requirement.
		Position Description: Develop software programs in…
		"
https://www.indeed.com/rc/clk?jk=c516fdbb28ae8c27&fccid=cfa5726518e7bd19&vjs=3,Front End Engineer,Two Six Technologies,"San Antonio, TX",23 days ago,,,"Work alongside a team to implement new, robust product features, from concept to delivery, including feedback and revision from both QA and the customer.
		"
https://www.indeed.com/company/Freemind-Solutions/jobs/Java-Full-Stack-Developer-Reactj-47693912991a00e9?fccid=2524bf142afc87eb&vjs=3,Java Full Stack Developer with Reactjs,Freemind Solutions,"San Antonio, TX•Temporarily Remote",Active 2 days ago,From $44 an hour,,"We are looking for a strong full-stack Java engineer with Reactjs for our client.
		Bachelor's Degree - Computer Science, Engineering, or related field or…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CiRNM7CVr8YueLFKlzwbFWI0o7IjV438l4sVrvKZ0flkywQJjHRBle1nJQGsulJR74_ckTa4wtiWCfEt88MWjiT8VFStWTBbiV4GZdFCMrbM1JkhCmI2OgddOxfi-QBzEXqzuOsNLeAAGhTNfVVKVrRCU9tC2IywfOsPGJzTWWSmgXv4hY5LJnPlYjsDglVLq2BMy3M6gis5Eh47GICskuvyO7Izn1wiHjgAZAj30n5uhXbqcjbeB-JjPXO4yKlsUoi2S0vKEWVrqnrgrWrjAymv9XoWrsNs5VQurI6vUHjYd5aYIL07zMx-Md5w1N23J4ArAbQJTt99Jlf7aU1sDRAdZIhV-VIDmAP6MT12ZdrTfazIUf0Eu1ZytiTdq5DC3hIF3Q4DhD0SRTCWnyq6LwnTausNuGTR8LrjLtDICYdAjoHuOVz9mKsohI7NKs-YY3_WURyX7FHvuqXvs8QI4H3LKxLuFdy2TcZbPRHq9h-C-s_Bf3UnFiccZnVmk8xdjxSnCuM9ZI79RcJXMYyV5BPhqFHwMd8qPJM2nmE210AQ==&p=3&fvj=0&vjs=3,Security Software Engineer,Indeed,Texas•Remote,30+ days ago,"$129,000 - $161,000 a year",4.3,"As a Security Engineer you’ll design, build, and improve systems which keep Indeed secure.
		With your team you’ll define robust ways to build, operate, and scale…
		"
https://www.indeed.com/rc/clk?jk=af6b460d2c61c2c7&fccid=4e041af1d0af1bc8&vjs=3,"DevOps Engineer, Junior",Booz Allen Hamilton,"San Antonio, TX",24 days ago,,3.9,"As a DevOps engineer on our team, you’ll use your development experience to streamline our software development life cycle from requirements to monitoring in…
		"
https://www.indeed.com/rc/clk?jk=b8dc9def5a923479&fccid=cfa5726518e7bd19&vjs=3,Software Engineer,Two Six Technologies,"San Antonio, TX",23 days ago,,,"Work alongside members of the development team to enhance and implement new features.
		Participate in code reviews and internal agile scrums.
		"
https://www.indeed.com/rc/clk?jk=f0b986ad883df089&fccid=95e7952c2fe6f3e7&vjs=3,Malware Programmer - Reverse Engineer - Shelter,"IPSecure, Inc.","San Antonio, TX 78226 (Thompson Community area)",30+ days ago,,,"Provides extremely high-level subject matter proficiency in Reverse Engineering of Malware.
		Provides advanced technical knowledge and analysis of highly…
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BH1qder4dIVBxRvRi6eMxZanAuHRf51dn9ep7wXrT9FrIMNIlJs1mSJe-KKBlLQpXQd8skdSIQmvTK7mBSY0aBodNXhBT48r1JlrLVQWddpextP2WdRtbAtHTNAV_zyTd8NApeCprXQI7YuybEuWnA7bWLaalRhHbrRWOe0zah_D_6Z65vFzwI3ppo9nw_CXNPI2dpJ84XTOzVZ52cQSzF_2zNZCsKpA1XDNzw2D05AVPk60nUrs3jJCHNbgIAZfTX92OlRroEXZYYDdNovlN02AugIofTQFAfVSB-_eSMarnrv21Ef-v4NRfaIf46qeTd6Whp_2foXguoAh0IvuSmrxANcAkq9PApKcn9aEzsPl6bQ8dYYy9X3C0fd2pz20OOROlITARDGpI_Spl8awBKjx-pD0kObMNLiUBGrVU4hCLrMxjSxWWVomx1051OzsoqSXxgH3WKRxZikpuauYtd4lYrX_ktFCCDzjE2bKnzpBGkYQpYiuEPJLrHk1dOB_83yt4AxXPYtw==&p=7&fvj=1&vjs=3,Lead Backend Python Engineer,Checkmate Partners,Texas•Remote,20 days ago,"$140,000 - $225,000 a year",,"You will work closely with the technical co-founder and our customers to lead API architecture and development.*.
		Database Architecture: 1 year (Preferred).
		"
https://www.indeed.com/rc/clk?jk=a1022c6562d18810&fccid=5f1f0e6dcc6cbc83&vjs=3,Software Engineer 2 (Java ) - Remote,Humana,"San Antonio, TX•Remote",13 days ago,,3.7,"The Software Engineer 2 work assignments are varied and frequently require interpretation and independent determination of the appropriate courses of action.
		"
https://www.indeed.com/rc/clk?jk=a362026366472eb8&fccid=1f295927bec6a974&vjs=3,Cloud Engineer,Alion Science and Technology,"San Antonio, TX",22 days ago,,3.7,"Will be responsible for engineering, architecting, and migration of Cloud-based applications and infrastructure.
		AWS Certified Advanced Networking – Specialty.
		"
https://www.indeed.com/rc/clk?jk=8b959a315f86ea2b&fccid=578fa8376f4eec04&vjs=3,Microservice Application Developer,ManTech International Corporation,"San Antonio, TX",10 days ago,,3.9,"Advance our Nation’s Cyber objectives aligned to the Joint Cyber Warfighting Architecture (JCWA) through the creation of Offensive, Defensive, and Shared…
		"
https://www.indeed.com/rc/clk?jk=baf2d6fb7ddbe5cc&fccid=bae098e9666bd225&vjs=3,Cyber Web Developer,BAE Systems,"San Antonio, TX 78234 (Monte Vista area)",8 days ago,,3.8,"Web pages will be developed for: training courses and material, online evaluations and automated grading, trend analysis displays, status/progress of individual…
		"
https://www.indeed.com/rc/clk?jk=4a747797702e7213&fccid=fe246fea3fed90f4&vjs=3,Web Developer,Tyto Athene,"San Antonio, TX 78215",23 days ago,,3.5,"Responsibilities include building sophisticated front-end web applications for training and evaluation information.
		Experience working on Agile teams (SCRUM).
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0N5g2K2dRftRPqV48598gS6B3iXjGj1oTMqkDgl8VxnB9OiMKYgZGGIW-RDnwDxqfkWT0ZLyvBuZKH0tGNfer1Bzbi8yQk1Tmkc22mX-7ZF3nxXDfa3cnHtKZF6EtpXJnb7X-PLzDQbQGkwJrHQzTA_hWtmmUvp2PisGbN9qs3BJnO5CC2IXP_Fh-VhOkeleDuxf7pO6l8ZU2tufLfk1o1B0400b3i4MhrzzzE7D_JflxDZ9sCZeKLr92dhSXGNc5uX7Dy7KtDpESclhJlQITQ8udP_8Xl93uttnzKyPA3YrdmD8x2zAB07L1lsKNo3TBf4IpMfpAAdQ7pNHs-ev7YSgkmMRj_8PkwY3aKkQmuDCJXuPvqgpxlghluy1X0wHUV_xhy71AccySjz2-FrW-vpF_30wINSYF-3WyivcKOE9bTcyo0FKNnFSi2hYsSolmJYR7a8Y-6m8BRxqiR7E8CQandaQBxX23tSsnXK-2oVW9UgHU0c4m0hbviH_rh3JmH4ivc5_UAw==&p=13&fvj=0&vjs=3,Software Engineer,Indeed,Texas•Remote,15 days ago,"$132,000 - $192,000 a year",4.3,"As an engineer for Payments Platform, you will be responsible for creating a scalable, flexible, and reliable platform to support the Payments Roadmap.
		"
https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BH1qder4dIVBxRvRi6eMxZanAuHRf51dn9ep7wXrT9Fir0WrWp73KzN9v0pjtkYljmXTMDqNbvCoFYwpb7sPXZVLAbnO965Y2NWI0V4S1v2lX3IYJtw9CFBknxAMw9TbUoOqyMfGpKE9Cjto08SnWE6dEehB_MbTggWmlHtZX-wsYVuxAe3jslTiEjC1OyrJBNahwB632GrMNlXblpiMLJpqFvSgT33B8B7J1HlFcgSiluWLtmBRjHqYyH-tT-M1ylm8DoL6EdHSNfUXTesmjm_rmyQ5YyaOpzlSkI6vj69cB6JVq7Mw0EAI3WvaymYpo5RgGiBseqeAWTdvFSHahFtWr_woqqiLF_sDab63VPLMnTbrXOfT0TIxtOXUsg2jnW0skeZp4tmihcjUXwWf_EPWET8hcxgoKLScWyyk2CzS1gMAxY3nJWR5eaNoSK-fGkU3oUnXaKIACuke7jM6n_3pbLda17HpU712c-0yB2844-qbIhTYGAeJimbXedBYEcxLee_niz99U1CkxBIqNy&p=14&fvj=1&vjs=3,Senior Python/Django Software Engineer,Checkmate Partners,Texas•Remote,20 days ago,"$130,000 - $200,000 a year",,"As engineer #1, you will work directly with the CTO to build backend infrastructure, bioinformatics data processing pipelines, laboratory automation tools, and…
		"
https://www.indeed.com/rc/clk?jk=1c023dc4937bc259&fccid=1f295927bec6a974&vjs=3,Sr Software Engineer,Alion Science and Technology,"San Antonio, TX",23 days ago,,3.7,"Alion is searching for an innovative, software developer to hit the ground running with a small team of developers, DevOps and UX personnel utilizing iterative…
		"
https://www.indeed.com/rc/clk?jk=1e8a58c6100df8e2&fccid=caccb60a6fc95dec&vjs=3,Junior Software Engineer,PJR Corp,"San Antonio, TX",22 days ago,"$75,000 - $105,000 a year",,"PJR Software Engineers are involved in the entire development life cycle, and are responsible for planning, conducting, and coordinating software development…
		"
